5870;86703
5884;14443
5899;117625
5925;75701
5927;84506
5953;5444
5954;143820
5955;180319
5989;110400
6000;108111
6018;292574
6043;206270
6050;51403
6073;290933
6073;292420
6132;165395
6191;291389
6193;136530
6206;17612
6223;291542
6241;268224
6321;3433
6375;292617
6470;208868
6517;280793
6539;48666
6548;37877
6560;49727
6570;292194
6625;32280
6653;186902
6654;166049
6705;291327
6726;280146
6781;136271
6870;190217
6901;19895
6980;11800
7008;269174
7075;46531
7085;66117
7131;292642
7146;291222
7152;210005
7189;118532
7272;20028
7350;115312
7420;190012
7455;283175
7467;164534
7501;163805
7546;153230
7554;292335
7566;15164
7584;141933
7587;239240
7606;124605
7620;292955
7631;3182
7633;19852
7658;52175
7671;53902
7735;35912
7745;6076
7781;255394
7821;282994
7876;175145
7893;156680
7899;103985
7918;219991
7919;292445
7961;165859
7991;241342
8007;24708
8052;49700
8055;291858
8056;166260
8058;282220
8083;178411
8111;18856
8142;280446
8148;292443
8208;48500
8208;275050
8260;280998
8263;293166
8285;280140
8294;279860
8324;282946
8334;5410
8365;278138
8374;194786
8384;49492
8390;280249
8403;27553
8421;27219
8451;266264
8463;281793
8488;281626
8547;76260
8549;95818
8557;256447
8558;63924
8585;154490
8589;292747
8663;143456
8665;43265
8668;292739
8704;281682
8723;279435
8734;80586
8758;11177
8763;281683
8802;246654
8802;253219
8814;100749
8816;145599
8820;291173
8835;34983
8839;76406
8845;43338
8849;279306
8910;190772
8912;32450
8914;21776
8963;278539
8982;291567
8994;279605
9000;290798
9018;24384
9028;4928
9070;121371
9125;281981
9165;278947
9187;76040
9191;34070
9210;212628
9239;34975
9244;32549
9359;32573
9375;59790
9378;294262
9394;45730
9485;209872
9488;91367
9534;281089
9581;291564
9581;291565
9601;26719
9607;282257
9639;278087
9649;282414
9703;161918
9709;35343
9733;28762
9796;290743
9823;293292
9871;91421
9891;143502
9903;1392
9975;159417
9981;279916
9997;168386
10046;281535
10049;292424
10125;12424
10132;292367
10214;231169
10216;269131
10285;6491
10328;272248
10348;12327
10354;14729
10400;277795
10404;119571
10404;291058
10431;32808
10474;7137
10504;63690
10514;167762
10518;9105
10525;14621
10587;259705
10592;262315
10618;263060
10655;43419
10686;6157
10701;293259
10750;278796
10755;272159
10809;204480
10811;6734
10855;90107
10864;247154
10878;277375
10933;12661
10947;13978
10955;13552
10968;143910
10995;160997
11031;277815
11051;39004
11065;152285
11080;244740
11113;194166
11135;79464
11149;290940
11150;291856
11213;104574
11243;277408
11254;14990
11279;277308
11285;182303
11351;26905
11392;49263
11399;282345
11427;3123
11430;116998
11442;282349
11469;278223
11490;281623
11504;281830
11509;282950
11521;45241
11524;144037
11546;293193
11573;250317
11575;271896
11578;140902
11589;276430
11644;278872
11658;18031
11691;146560
11748;293211
11762;256765
11789;265365
11802;11878
11804;515
11833;17795
11839;291008
11867;290929
11886;14540
11910;6254
11938;177636
11946;45284
11953;20818
11963;293228
12005;20010
12010;3034
12020;34894
12038;279710
12053;279825
12055;10995
12073;208779
12080;15458
12102;115622
12111;250929
12115;126438
12135;28347
12152;281958
12169;38466
12176;38083
12200;113360
12209;5975
12250;174130
12287;282709
12299;250279
12358;97640
12373;93700
12374;199842
12379;45349
12400;258849
12412;29866
12420;156655
12450;293485
12457;184942
12457;291489
12461;257532
12472;29858
12493;49646
12496;13625
12508;260010
12514;259950
12534;282897
12542;281866
12559;290746
12568;282066
12581;139238
12632;267090
12650;152935
12659;291062
12696;13870
12707;277397
12711;18120
12716;69698
12732;282831
12824;262439
12843;25623
12874;278050
12878;82350
12890;292585
12901;98612
12904;108669
12918;280729
12940;101532
12954;63851
12956;144053
12958;5428
12963;147893
12983;278142
13010;267929
13012;38636
13015;159336
13054;280141
13083;69299
13147;112321
13147;140635
13156;50970
13176;62693
13289;255041
13296;279664
13319;12572
13354;106453
13358;63541
13358;140996
13358;282779
13363;14770
13375;244716
13387;46485
13399;209686
13464;29971
13486;212954
13504;9130
13520;51594
13522;50490
13532;80365
13581;280763
13667;48844
13668;112070
13690;85421
13763;34550
13782;283066
13789;97632
13855;46760
13889;281363
13903;18848
13961;260908
13982;94536
13988;280171
14019;281705
14028;226947
14031;123684
14090;46493
14240;28088
14263;177199
14269;104892
14274;38555
14364;558
14364;282288
14417;282064
14465;227030
14485;180424
14507;167096
14522;292174
14522;293098
14552;279010
14573;277737
14575;291445
14590;131121
14610;279396
14637;290710
14657;82325
14726;37311
14727;149225
14730;150568
14736;62812
14738;32379
14741;278797
14742;277863
14758;277693
14788;270598
14811;278554
14820;6238
14846;242462
14867;292274
14917;130354
14948;278117
14983;246786
14996;280962
15035;132942
15038;71544
15042;115690
15044;255343
15047;134147
15067;177172
15110;135593
15113;277837
15122;281247
15135;292441
15153;243477
15185;136778
15190;148903
15221;125946
15295;234958
15323;228354
15330;130907
15347;280318
15360;127906
15362;212172
15372;218065
15373;281879
15376;279944
15394;11568
15404;17809
15411;168874
15431;11096
15444;290847
15448;216046
15460;293296
15463;32751
15470;187054
15477;281988
15521;17965
15523;1899
15554;281210
15557;277215
15565;143081
15577;290784
15653;31011
15671;52850
15703;199745
15735;10871
15748;152412
15806;278743
15812;282848
15823;293543
15841;281926
15849;292224
15864;119180
15867;280009
15867;290967
15868;120987
15896;4367
15931;183873
15958;293303
16077;187445
16179;280977
16243;26751
16248;277861
16288;293524
16310;120340
16331;255459
16370;4995
16389;6130
16392;20877
16402;291377
16406;72567
16443;5193
16488;293343
16492;40770
16531;282457
16536;150533
16582;291077
16624;293180
16643;291111
16710;189685
16726;32395
16732;64920
16794;5959
16807;293549
16808;3956
16818;281910
16835;281851
16846;114707
16899;279847
16967;1490
17025;280944
17111;245232
17162;293452
17166;283174
17179;281147
17238;8370
17246;71560
17256;18228
17262;11444
17306;146935
17387;40894
17391;208990
17391;239186
17391;279543
17438;194034
17453;279812
17477;2836
17552;250791
17552;254860
17562;279934
17585;278097
17592;248266
17631;268330
17638;280368
17674;12165
17738;267759
17772;111112
17786;166995
17805;225711
17809;22330
17815;119440
17844;28819
17933;238511
17959;56537
17962;205656
17965;26700
17969;252565
18041;47619
18048;40797
18070;95575
18103;278806
18103;292792
18110;247146
18112;136590
18117;9270
18145;101575
18158;30791
18201;159514
18205;111864
18236;179086
18336;72958
18371;278569
18381;292714
18382;49565
18389;24791
18398;54747
18409;6661
18410;11622
18417;273716
18426;1287
18426;278071
18426;291694
18459;232718
18519;238848
18530;280488
18532;282871
18566;58009
18571;31739
18624;280808
18666;5649
18681;292791
18691;54844
18694;5347
18700;163082
18711;291314
18863;2356
18905;291523
18922;281916
18927;192961
18975;293375
19046;277596
19106;290816
19113;281109
19160;282107
19212;52825
19231;74535
19239;52515
19248;277548
19281;277713
19293;238902
19312;108421
19329;47643
19350;278274
19357;290824
19398;293153
19403;33626
19406;278365
19470;123358
19530;270610
19532;58769
19533;218537
19535;134805
19543;264490
19543;275743
19632;282141
19641;280970
19676;46906
19683;17817
19818;93033
19902;35157
19906;108294
19974;278828
20001;218219
20014;7900
20088;282324
20197;277373
20222;2445
20273;187933
20295;51560
20416;267660
20627;8532
20656;142212
20674;4227
20675;142778
20691;277445
20714;11975
20738;293206
20778;180947
20802;181277
20811;27839
20836;208809
20902;28711
20937;278644
20982;251550
21059;278914
21161;277838
21188;260177
21196;267244
21205;279261
21206;29823
21215;281413
21238;283083
21240;92754
21251;65692
21254;25410
21285;68926
21290;6220
21299;159352
21320;280821
21370;279244
21378;277889
21386;265810
21397;279776
21398;279989
21436;278065
21454;291803
21455;136808
21455;292281
21459;241032
21460;45969
21492;237299
21502;52965
21521;292169
21547;9776
21557;192147
21564;278075
21585;150410
21586;278792
21611;277332
21623;278041
21652;242160
21664;277952
21679;277910
21684;278030
21696;278029
21703;278038
21722;283050
21733;160164
21734;31437
21734;33502
21734;37486
21734;41688
21734;49166
21734;52094
21734;72516
21734;217638
21734;292539
21758;5061
21774;277569
21854;236195
21872;158860
21881;279694
21905;283113
21924;292152
21935;232211
21941;292607
21985;290686
21997;281785
22019;178250
22044;278582
22054;270741
22098;282080
22113;268798
22118;151378
22130;49395
22131;257990
22131;291419
22170;278435
22254;278022
22288;281928
22294;282772
22330;279751
22360;281870
22419;101850
22435;77500
22600;192864
22655;127299
22778;8435
22792;108987
23074;280111
23085;277960
23134;279002
23215;249173
23236;277477
23245;46809
23278;19798
23290;278869
23304;152315
23306;278026
23362;262404
23381;142840
23420;277769
23421;28541
23426;263249
23432;196304
23440;291905
23464;34274
23491;231690
23492;278459
23504;280263
23554;5932
23576;46426
23612;174238
23631;280842
23634;130320
23665;45500
23684;289908
23690;281415
23741;279367
23767;279545
23950;230642
23958;277739
23964;280504
23975;50296
24017;44911
24018;242284
24018;291098
24022;255165
24048;278247
24050;292638
24078;255432
24088;270881
24111;4022
24234;180076
24253;292498
24291;221511
24293;5304
24293;259284
24296;141003
24311;238872
24311;238880
24311;291022
24327;46680
24335;207357
24335;279167
24337;184934
24369;181870
24371;278015
24373;265233
24386;141011
24412;205001
24424;293410
24458;279608
24530;278857
24694;47570
24695;6807
24695;46353
24695;49719
24697;7986
24713;45179
24775;111007
24779;8028
24785;161772
24791;282240
24801;29394
24825;280911
24851;282044
24865;278429
24889;192503
24897;278221
24912;278926
24947;279238
24947;293183
24984;279758
24996;278693
24999;55930
25042;27898
25076;279982
25092;48992
25093;151246
25097;8044
25098;2224
25100;30384
25109;82538
25125;280676
25136;217425
25175;1864
25176;276286
25176;281313
25196;280771
25219;234230
25302;213322
25320;38369
25322;233307
25322;292202
25341;13145
25345;250287
25381;234370
25391;57827
25391;96709
25391;195499
25391;279092
25391;279547
25394;152145
25407;292475
25421;279072
25437;159760
25522;280334
25527;278958
25591;26808
25628;278295
25647;257320
25663;293326
25666;280979
25716;282620
25735;293256
25737;280398
25775;263532
25783;278842
25803;282684
25815;275425
25853;6874
25854;214485
25857;292380
25863;278720
25885;113174
25901;110965
25908;235873
25909;143510
25975;279201
26011;277955
26031;281027
26042;279403
26092;214191
26174;279352
26193;8036
26220;279144
26300;264288
26326;291832
26369;279383
26378;293079
26389;243582
26391;262218
26407;150380
26443;291773
26452;280245
26500;281305
26515;280600
26559;32840
26574;281721
26603;279425
26642;128228
26643;279171
26678;279863
26688;208507
26751;292173
26770;292315
26802;282445
26805;285089
26829;8141
26854;30805
26858;280826
26924;279928
26978;279909
27008;281667
27016;279685
27146;54119
27152;290899
27174;291288
27192;280082
27221;282199
27222;278727
27235;279584
27237;282194
27258;280149
27260;282219
27297;292630
27348;282729
27349;156159
27363;292299
27396;278410
27428;279780
27495;212873
27593;83801
27612;278795
27618;9687
27645;278266
27692;277890
27742;281016
27765;282231
27769;39640
27807;282447
27811;280698
27832;152226
27852;278965
27868;280239
27900;282838
27928;280185
27943;152277
27946;292347
28006;164070
28015;278362
28131;281042
28140;277586
28152;100471
28169;156205
28173;277961
28196;13943
28202;6866
28204;154148
28205;14230
28209;89710
28210;280348
28227;30295
28233;280078
28257;292395
28258;32190
28264;32166
28266;30082
28267;65986
28270;131393
28271;46710
28274;42170
28322;279914
28328;4294
28329;9601
28330;8001
28373;268933
28385;29939
28407;4740
28452;290857
28467;279200
28476;5533
28478;36722
28482;57770
28519;291246
28539;282083
28564;291600
28584;281884
28595;281315
28617;178802
28640;111422
28682;281513
28719;281057
28724;293255
28726;291622
28779;282887
28806;282881
28813;14583
28857;120936
28865;177253
28868;280788
28880;292917
28886;293073
28900;279771
28901;280364
28924;280278
28966;56030
28982;280688
28999;277455
29039;103420
29045;291606
29102;282156
29111;32174
29112;45748
29128;293321
29156;245631
29169;292890
29207;51969
29233;280416
29246;282023
29250;280871
29291;280515
29331;281586
29400;31275
29403;278237
29449;279799
29457;278035
29495;280701
29497;146323
29550;163899
29552;93157
29579;282343
29605;292842
29681;250210
29712;9890
29729;280631
29862;282630
29864;291766
29897;279454
29901;292488
29912;280664
29951;189383
29952;280539
29983;292474
30022;280924
30028;291253
30064;277966
30101;109894
30141;281066
30153;40967
30174;280679
30244;282383
30263;280958
30286;113450
30293;279344
30311;177580
30317;231347
30320;171360
30323;141879
30336;293201
30361;280908
30405;8206
30414;210293
30467;268046
30484;280707
30501;265640
30521;282519
30595;280365
30610;280834
30619;280057
30628;217840
30630;250236
30641;71374
30773;31305
30782;280772
30855;280847
30900;278875
30905;280945
30915;8460
30969;281158
30988;164585
31014;4464
31019;282210
31032;116130
31056;292465
31061;293504
31106;291211
31109;142859
31109;291357
31115;281406
31147;48364
31163;281070
31170;281644
31215;280638
31222;292716
31315;282431
31379;291506
31396;255912
31397;282181
31408;282089
31427;34371
31474;292330
31492;281616
31520;292907
31536;292358
31560;277906
31594;31496
31630;269298
31667;277325
31667;280061
31669;252549
31697;281591
31787;281458
31818;26042
31877;278778
31894;280162
31909;281442
31979;281702
32038;281650
32062;281494
32063;282406
32155;281863
32223;174718
32233;291695
32234;280378
32254;292750
32262;293027
32267;173363
32268;281840
32303;282167
32313;280108
32323;281855
32337;184969
32355;281040
32367;280486
32376;202010
32382;247820
32404;9962
32409;262471
32414;51934
32425;282538
32453;282948
32457;47813
32479;282913
32528;293334
32541;290753
32549;293477
32572;281822
32588;283247
32606;282214
32620;281073
32628;282120
32677;282679
32685;278596
32687;270679
32690;282365
32692;282147
32705;19569
32747;282957
32751;293371
32761;281318
32793;278803
32809;282130
32810;292744
32820;292805
32847;282338
32868;282745
32934;282390
32959;94870
32980;174815
33035;293159
33044;10308
33073;282138
33119;290796
33151;281635
33197;253863
33216;282161
33220;282368
33228;19305
33232;282625
33284;191876
33285;282460
33335;282133
33354;10561
33364;293420
33385;290817
33386;45578
33409;279448
33418;293401
33443;291658
33454;282798
33486;282546
33512;281696
33516;168769
33553;9598
33586;282093
33600;281564
33604;293138
33649;43036
33676;255475
33693;293498
33698;293336
33718;48453
33729;279390
33752;7277
33759;282728
33791;152650
33794;281331
33861;281560
33888;232360
33927;282428
33981;133345
33983;283137
34027;282554
34086;277663
34089;282901
34158;282816
34161;282659
34239;282736
34271;282743
34275;279242
34291;282693
34372;280602
34374;290776
34508;291297
34527;292272
34538;282953
34547;292460
34558;292361
34580;282872
34592;291528
34605;281530
34615;282958
34619;168718
34629;283047
34643;293168
34682;277366
34714;282951
34741;291070
34802;282685
34864;278150
34879;271446
34927;282013
34957;282124
34959;283063
35001;116327
35006;76058
35107;284388
35109;280280
35115;290973
35121;32794
35185;279436
35206;293108
35222;291485
35328;251542
35376;290815
35381;292400
35404;282122
35424;292636
35427;291504
35466;283015
35491;279741
35531;282169
35541;290948
35672;198200
35718;281533
35806;281839
35817;291707
35882;282870
35886;282507
35902;277719
35913;292437
35919;30473
35923;281002
36054;291869
36067;49093
36074;234419
36086;281887
36100;291607
36158;283095
36230;291292
36241;290979
36277;281720
36316;156884
36317;195642
36318;292616
36398;33456
36425;263613
36443;36986
36465;96725
36487;235849
36493;293262
36522;281119
36553;270652
36568;118915
36630;247014
36634;278873
36696;126772
36701;291672
36755;277988
36829;282280
36912;111961
36954;291917
36979;279130
37091;281756
37110;278871
37130;291197
37135;281617
37154;292320
37224;98523
37243;279308
37249;213780
37251;203521
37334;123307
37359;290896
37381;291898
37396;182400
37474;292401
37476;7021
37485;292668
37550;3670
37551;165069
37661;281400
37692;279084
37693;293302
37748;282076
37845;277903
37957;290856
37961;224901
38012;291312
38022;113875
38032;240613
38142;131067
38143;291845
38255;252050
38308;290788
38345;292355
38362;39080
38388;264482
38425;292521
38484;265527
38546;293072
38571;292945
38636;211931
38647;232785
38764;293397
38772;293247
38796;56383
38815;293495
38821;278670
38829;293374
38834;292581
38860;276502
38872;50679
39125;282438
39141;146757
39141;292670
39175;293350
39195;96954
39348;291835
39395;23906
39431;291645
39467;226360
39516;291099
39529;291369
39573;291900
39578;255424
39581;293449
39703;291814
39703;292550
39761;290782
39768;291414
39869;57096
39992;291608
40011;292582
40028;291155
40044;286343
40059;89818
40067;22160
40087;292426
40113;128589
40118;274984
40125;278153
40142;67911
40186;281515
40196;291153
40199;215740
40211;18899
40237;286999
40237;290903
40242;248045
40319;237345
40321;30198
40347;291521
40463;290859
40484;291272
40500;291348
40547;292428
40567;236454
40568;291913
40574;293428
40659;291420
40672;292850
40673;290669
40757;293232
40760;291760
40774;292282
40785;291351
40886;280461
40947;148229
40957;291586
41038;291746
41083;3646
41194;97470
41210;292946
41258;293518
41340;293230
41461;293389
41510;49654
41535;290801
41558;28185
41611;291005
41647;291324
41669;279794
41672;290684
41684;292570
41687;291216
41696;178934
41696;280966
41730;281438
41794;280244
41930;46361
41935;292856
41996;252506
42017;291321
42055;48160
42145;292748
42153;290767
42186;293357
42273;293331
42298;281790
42302;49735
42388;293120
42411;50199
42415;291709
42493;136921
42495;291866
42506;291805
42756;267163
42771;290875
42846;291890
42897;292577
42963;293467
42991;33421
43002;292995
43055;292482
43076;282254
43119;32824
43201;147168
43251;292745
43325;291271
43370;202118
43401;293479
43421;292598
43426;292535
43439;288339
43450;283094
43452;290783
43638;288291
43807;293414
43875;292378
43903;293182
43993;293323
44013;129682
44014;278789
44022;293278
44052;201677
44154;278888
44183;117285
44191;292643
44239;277386
44355;277499
44486;290687
44537;131326
44547;47864
44566;292489
44687;82457
44787;30015
44793;280095
44808;87548
44821;77240
44850;292944
44884;162442
44901;35009
44920;280310
45107;291330
45160;291516
45182;40827
45241;292601
45242;282651
45275;291572
45289;280957
45291;292590
45313;292273
45375;291102
45425;291056
45433;279202
45507;291759
45599;291471
45690;293143
45693;290832
45745;181005
45745;293121
45756;40819
45826;291488
45833;202274
45833;279458
45847;293207
45957;279467
45993;280751
46023;123897
46024;274712
46040;291413
46099;290811
46125;291131
46127;293270
46135;292620
46143;292537
46147;291384
46192;292689
46246;290876
46249;292301
46259;290868
46313;279746
46356;181595
46413;293794
46555;290997
46558;291152
46575;292236
46575;293178
46600;293545
46604;291112
46687;290846
46690;291128
46695;292564
46704;290695
46714;249777
46781;291646
46785;293132
46791;291770
46854;279048
46885;291529
46943;291261
46951;285411
46976;280459
47023;291137
47041;290772
47124;290863
47206;293354
47216;292988
47222;290894
47257;292780
47262;292676
47293;292731
47305;291670
47351;292940
47440;23884
47445;291462
47487;290955
47514;50288
47537;291507
47546;292910
47567;290661
47569;291725
47577;290728
47594;282884
47612;291427
47665;290826
47711;291148
47729;37117
47751;291310
47760;291402
47766;280943
47773;199885
47799;292298
47815;267740
47866;290813
47925;293349
47939;57703
47960;20443
47963;293531
47971;279862
47972;232114
47985;290956
47997;290983
48001;292479
48026;292724
48034;291210
48038;291079
48069;291811
48071;291024
48075;291255
48115;290676
48121;292887
48159;281054
48169;290957
48183;44776
48196;292410
48257;293522
48263;293264
48323;292813
48328;290732
48347;291628
48368;291691
48414;291791
48470;192414
48479;290978
48489;291139
48490;290766
48500;290906
48523;293142
48532;291215
48534;293399
48542;291871
48584;290705
48595;290745
48595;291072
48595;294434
48606;279637
48637;290964
48642;291907
48642;292394
48646;292722
48649;291293
48685;292576
48691;291300
48692;290842
48698;129160
48705;281587
48775;291258
48793;293423
48811;292456
48861;163678
48868;292200
48903;291812
48904;290645
48965;291399
49011;293258
49014;291712
49017;291335
49029;291109
49030;292965
49038;290980
49041;292293
49048;291732
49052;292719
49064;291493
49066;26123
49066;291508
49100;293468
49137;292310
49143;291524
49144;156167
49148;293189
49151;291308
49187;293074
49205;292969
49217;292982
49233;292451
49258;291375
49260;290909
49262;291720
49290;292717
49333;293396
49340;291828
49356;291322
49362;292632
49363;292191
49364;292157
49405;292919
49407;291844
49453;291842
49502;291220
49539;291474
49572;291331
49574;268054
49581;291887
49604;292146
49636;291754
49653;293514
49682;292803
49691;281557
49706;292922
49735;292547
49752;292496
49822;292517
49831;292761
49921;292935
49923;292467
49929;291729
49932;281462
49972;292562
49987;292901
49988;292432
49991;292277
50011;292671
50027;292797
50037;291750
50043;291889
50046;292586
50117;292515
50142;292412
50172;292176
50180;292902
50201;291821
50233;292672
50246;291815
50267;291279
50279;292149
50352;121827
50375;24058
50408;279964
50470;293290
50492;293448
50546;282223
50555;293332
50575;292557
50604;292269
50655;293335
50662;292589
50668;292455
50686;293125
50700;280894
50719;290928
50720;292450
50746;292561
50747;292718
50790;291826
50817;292713
50859;292782
50966;292951
50974;292258
50975;292824
51021;293378
51022;293127
51024;293129
51025;292721
51033;293141
51036;292912
51088;292343
51098;292678
51105;251364
51130;280401
51146;277355
51146;277773
51146;277774
51146;279117
51165;292435
51197;293328
51209;292405
51226;36676
51229;292402
51238;292706
51269;40878
51272;291013
51295;292853
51306;293028
51315;292446
51320;282097
51324;292326
51327;292211
51333;291536
51339;290871
51345;281185
51356;293435
51368;292740
51400;293054
51463;292993
51466;292911
51476;293203
51491;293101
51500;292587
51516;292614
51543;292457
51548;293227
51564;280463
51573;292698
51574;246794
51593;293070
51632;292816
51638;292548
51641;292974
51647;293299
51653;293052
51669;293174
51742;292763
51846;290757
51854;293338
51899;293446
51916;292495
51917;293242
51938;293239
51961;293231
51971;293213
51995;293465
52036;293384
52053;292696
52077;292779
52112;280706
52119;293309
52251;291762
52335;293427
52345;290976
52346;281373
52394;293282
52413;293430
52443;292167
52502;293421
52507;173541
52520;291556
52688;291716
52806;293188
52878;291510
52960;291490
52994;293260
53017;90212
53072;8893
53137;292631
53191;291847
53264;222232
53296;292707
53427;207241
53533;103667
53689;293494
53695;291873
53946;290850
54058;107816
54090;291520
54123;279087
54219;293157
54220;292177
54381;280752
54503;90484
54548;163058
54587;12670
54670;279204
54854;290921
54858;292444
54983;280483
55133;293496
55157;292958
;286898
;287199
;287876
;293671
;293777
;294391
;286062
;287565
;288019
;289342
;289782
;293191
;293379
;293591
;294006
;294436
;285343
;286128
;289175
;289361
;292155
;292618
;293681
;294048
;294634
;293692
;294677
;292349
;293975
50671;294222
27424;288878
28962;290215
35061;284780
38425;294536
45769;294654
50038;294630
50379;294443
19892;285939
21734;294223
21734;294224
23195;289858
24373;288957
24599;290059
3115;288807
3412;290137
36461;289035
369;293931
37467;293936
39164;293919
43130;289725
43335;288849
44057;294850
44453;294335
46660;294001
47323;294402
52779;293974
53011;294547
53636;294451
54597;294834
8519;294290
8908;288850
9581;293983
10622;289791
11663;294811
12445;284944
13167;290228
13358;288089
14612;294673
1522;284572
15425;287939
15571;294597
15896;294326
16224;290123
16412;293820
17462;293713
18254;293684
20261;285960
20474;293660
20747;293618
21043;287208
21293;286280
22119;289589
22212;284815
22785;294151
23094;294027
24695;294479
26276;285462
28329;285919
29000;294676
29241;293754
30127;290147
30286;293703
30659;293930
35146;283296
35828;294670
36495;294732
36515;294154
36565;286768
37206;285340
37635;284744
37768;285059
37829;290323
37878;285606
38097;294010
38097;294200
38539;285131
3933;284903
39843;285991
39942;285928
39997;285125
4044;285246
40785;294300
40785;294450
40997;286255
41141;285207
41154;294145
42038;290126
42133;290281
42741;293687
42793;289152
42996;294248
43159;294511
44203;293987
44523;294600
44729;288858
44743;288760
44977;288751
45237;290358
45393;288756
45854;294453
46299;290011
46815;290295
46890;290163
46987;291996
47093;294631
47774;293944
48508;285232
49084;293976
49089;293603
49446;294672
49857;294876
50905;293652
50912;294322
51035;293690
5185;294011
51850;294859
51983;293940
52030;293851
52574;293693
52920;294249
5303;288053
53130;293956
53443;293726
53624;294400
53659;294695
53725;294774
53868;294347
54132;294227
54210;294885
54354;294822
5661;293825
8170;294574
8233;288480
10120;294807
10389;294374
1039;285810
10441;285334
10594;283279
10598;284529
10655;294721
11280;294829
11630;289355
11644;293941
11907;285000
12961;290300
13402;288982
13623;292103
14209;294465
14252;285271
14362;294887
14376;294782
14501;294878
14664;283458
14693;294357
14788;290390
14892;289080
15007;285464
15069;294624
15190;285584
15379;286848
1566;293596
15889;290202
1621;294718
16432;289364
16807;289040
16864;289196
17033;289173
17280;289295
174;289882
1767;287490
18201;289387
18245;285905
18247;287117
18269;285903
19627;285692
19763;285721
19798;284886
19917;293980
20222;294302
20510;288854
2075;289768
20770;294238
20962;291931
21238;289046
21609;289069
21652;284576
21734;286076
21734;287584
21734;292090
2207;284012
22114;289527
22373;287446
22455;288827
22870;285247
23248;294602
23607;289346
23724;283836
23960;286851
24295;286477
24342;284570
2468;294197
24901;284653
25032;284318
25091;288631
25095;290113
25341;289054
25403;294276
25514;286141
25736;289067
25737;289245
2577;289267
25791;284668
25849;288445
25853;288953
25909;289033
25967;288018
26058;284233
26170;286476
26264;287486
26469;294306
26480;285912
26567;286633
26661;292079
26682;294722
26810;284712
27061;294692
27153;287453
27396;288340
2741;288811
27482;284322
27729;289059
27760;284755
27878;284315
28090;284312
28338;286194
28415;285497
2872;291961
28813;289065
28940;287201
28952;287501
29023;284725
29164;294705
29197;293816
29387;290071
29695;283677
29754;285819
29773;292014
30059;286135
30262;284407
30650;294546
30988;294870
31272;294723
31368;293989
31379;294297
31435;283394
31984;290211
32199;284969
32222;293995
3283;294855
32904;285495
33079;292039
33220;289044
33519;286066
3361;293670
33831;289404
33891;286024
343;286482
34534;283541
34814;284696
34848;283278
34973;283570
35055;288474
35055;290171
35092;285691
35243;286915
35322;285249
35325;283618
35370;289211
35439;286030
35480;283389
35532;285696
35578;286624
35609;285925
35634;283270
35644;285483
35660;285245
35673;288365
35706;286009
36193;285076
36217;283504
36395;287972
36446;287092
36608;284369
36619;288157
36862;284491
36891;290164
36943;284589
37072;289800
3712;292114
37140;289690
3715;288351
37173;288435
37204;283210
37216;284516
37248;287732
37316;284340
37340;288426
