# Extraction des données de départ
#
# SELECT TIERS_ID, DATE_OUVERTURE FROM UNIREG.FOR_FISCAL
# WHERE ANNULATION_DATE IS NULL
# AND TIERS_ID < 100000
# AND TYPE_AUT_FISC='COMMUNE_HC'
# AND DATE_OUVERTURE > 20090101
# UNION
# SELECT TIERS_ID, TO_NUMBER(TO_CHAR(TO_DATE(DATE_FERMETURE, 'YYYYMMDD') + 1, 'YYYYMMDD')) FROM UNIREG.FOR_FISCAL
# WHERE ANNULATION_DATE IS NULL
# AND TIERS_ID < 100000
# AND DATE_FERMETURE IS NOT NULL
# AND TYPE_AUT_FISC='COMMUNE_OU_FRACTION_VD'
# AND MOTIF_FERMETURE = 'DEPART_HC'
# AND DATE_FERMETURE >= 20090101;
#
TIERS_ID;DATE_OUVERTURE
4402;20130211
4467;20100520
4518;20140101
4652;20130101
4714;20120614
4730;20161010
4744;20090528
4761;20130101
4825;20141020
4860;20150908
4897;20101216
5046;20130101
5051;20160101
5065;20121105
5069;20150105
5073;20161222
5097;20090514
5129;20160101
5174;20121214
5204;20170101
5237;20110106
5260;20101119
5284;20150708
5297;20130422
5353;20100330
5358;20161013
5372;20110630
5373;20090106
5373;20140101
5410;20100928
5445;20120123
5471;20091217
5532;20140404
5632;20120123
5644;20091211
5644;20170101
5648;20140820
5701;20110601
5707;20110418
5709;20141223
5735;20090415
5739;20130101
5792;20090211
5814;20130924
5832;20170101
5838;20090202
5838;20100129
5838;20131016
5843;20090616
5852;20140304
5868;20120720
5920;20090924
5944;20151216
5994;20091209
5997;20090527
6080;20151119
6114;20101021
6124;20170101
6169;20120101
6182;20111101
6253;20150217
6262;20170125
6276;20091202
6365;20120221
6380;20110106
6400;20170101
6681;20151019
6724;20090324
6727;20141223
6747;20170125
6793;20100705
6793;20110101
6928;20120703
7112;20151223
7120;20160310
7126;20140101
7160;20150611
7214;20120430
7225;20110101
7275;20150106
7279;20150409
7517;20111215
7530;20161213
7786;20090824
7825;20111104
7825;20170310
7835;20110120
7835;20121102
7853;20100406
7978;20100602
8067;20091013
8074;20160101
8083;20170110
8107;20170509
8135;20110101
8201;20130725
8321;20120518
8323;20150423
8354;20111221
8441;20170327
8454;20090731
8469;20160101
8506;20110609
8517;20160719
8536;20091111
8540;20150410
8593;20090728
8616;20170330
8621;20150528
8626;20111101
8640;20120110
8792;20110705
8797;20111111
8797;20130101
8821;20121217
8891;20110113
8939;20170216
9007;20150129
9009;20140923
9035;20090508
9066;20100927
9070;20090429
9086;20120229
9086;20141117
9130;20130913
9144;20120117
9158;20170101
9225;20091029
9264;20091118
9352;20170101
9373;20140919
9381;20100331
9469;20110120
9484;20170101
9491;20170101
9562;20150310
9625;20150413
9651;20100608
9719;20140320
9723;20110106
9739;20131217
9799;20100715
9954;20090616
10024;20111006
10040;20170101
10054;20141021
10054;20150716
10055;20160311
10087;20130619
10087;20151217
10334;20130405
10343;20150608
10358;20170329
10411;20091218
10509;20131204
10538;20170303
10692;20090522
10692;20100421
10699;20100628
10741;20110908
10755;20121127
10803;20090326
10817;20090527
10868;20160624
10945;20141030
11017;20131217
11029;20090204
11029;20100107
11029;20131004
11144;20120216
11194;20130911
11194;20170101
11196;20130104
11232;20151116
11298;20100531
11328;20130816
11464;20100921
11495;20090303
11532;20090706
11586;20170101
11730;20121130
11736;20120105
11769;20100922
11775;20131024
11807;20120105
11814;20160201
11902;20091021
11902;20170101
11921;20160525
11956;20170101
11963;20090708
11994;20130221
12214;20140325
12236;20090602
12236;20100827
12238;20091112
12246;20130816
12361;20101122
12397;20111216
12417;20150608
12456;20170101
12465;20090129
12487;20160101
12505;20140116
12536;20141126
12660;20100921
12687;20160107
12705;20141119
12827;20090615
13021;20140101
13046;20151201
13047;20100927
13090;20090326
13091;20090115
13111;20091020
13230;20150619
13325;20151109
13333;20150826
13357;20130624
13361;20100308
13379;20090212
13415;20110101
13438;20110101
13467;20120102
13468;20160101
13510;20090701
13518;20170313
13520;20140106
13530;20110101
13532;20121203
13711;20131001
13856;20110101
13911;20130909
13959;20170101
14006;20150414
14007;20160720
14072;20130816
14081;20100602
14114;20121211
14167;20160425
14260;20150626
14276;20150130
14298;20110127
14346;20150629
14360;20141204
14377;20150518
14388;20170101
14397;20150820
14435;20151005
14437;20160101
14466;20150114
14477;20120808
14488;20140731
14522;20090104
14526;20101006
14543;20170101
14548;20170101
14577;20140623
14587;20110101
14623;20130101
14635;20160316
14651;20130812
14652;20140404
14657;20120629
14665;20120101
14703;20170426
14706;20100101
14734;20130710
14742;20140307
14758;20130101
14766;20120531
14769;20150617
14787;20120130
14790;20110614
14805;20160101
14811;20130830
14821;20130624
14826;20120405
14844;20150826
14872;20170101
14917;20160818
14989;20100629
15020;20160101
15022;20131220
15045;20170101
15121;20110101
15139;20160101
15152;20140930
15159;20131111
15165;20131205
15181;20160101
15184;20110101
15186;20151202
15208;20130319
15211;20160101
15212;20110101
15218;20160101
15289;20140311
15319;20150605
15331;20160101
15341;20120223
15345;20110101
15346;20140226
15358;20161216
15393;20140915
15400;20130101
15404;20151116
15409;20131107
15412;20100827
15413;20170101
15433;20170101
15470;20120531
15502;20090122
15539;20130323
15574;20170101
15584;20130902
15645;20160101
15676;20090612
15696;20150619
15698;20130507
15704;20140905
15797;20100617
15801;20150824
15837;20090907
15851;20090702
15852;20091118
15852;20120404
15890;20170101
15919;20090113
15919;20101027
15969;20090609
15972;20170101
15974;20120525
15977;20130816
15983;20160101
16011;20131220
16058;20160201
16088;20110228
16122;20101119
16171;20160407
16173;20110101
16182;20130930
16188;20100412
16212;20140130
16230;20130426
16233;20111228
16234;20170518
16282;20101121
16290;20120713
16292;20170101
16295;20170101
16313;20110101
16341;20170101
16429;20110101
16465;20101116
16483;20160107
16506;20090713
16544;20140509
16568;20130101
16572;20130101
16618;20110408
16636;20110101
16661;20160101
16682;20100623
16698;20120504
16723;20130814
16789;20161109
16829;20121102
16850;20111104
16890;20150915
16924;20100921
16971;20100622
17191;20150112
17350;20130905
17363;20160101
17378;20150422
17386;20170101
17388;20110101
17452;20160101
17479;20120119
17494;20150826
17539;20110719
17540;20121212
17687;20160101
17854;20120516
18056;20150101
18110;20120601
18156;20141205
18168;20100421
18222;20170101
18367;20090825
18367;20130522
18594;20111117
18633;20160101
19171;20090424
19302;20170329
19398;20150420
19419;20090331
19536;20130101
19564;20160302
19607;20170101
19650;20110311
19656;20150212
19703;20130402
19730;20170101
19761;20120510
19761;20141009
19790;20151013
19854;20170101
19875;20110101
19906;20170428
20155;20141105
20155;20170101
20163;20160930
20248;20140425
20289;20130101
20459;20150610
20461;20100510
20519;20090119
20529;20090701
20530;20090902
20539;20110215
20544;20110101
20550;20111214
20584;20130101
20644;20111216
20661;20130101
20686;20141217
20715;20110101
20747;20170316
20748;20150429
20770;20100317
20792;20130816
20867;20170101
20923;20130517
20964;20160215
21097;20120731
21145;20111117
21145;20150921
21155;20151223
21200;20110101
21204;20100702
21264;20160101
21319;20110510
21372;20120828
21388;20120306
21433;20090813
21465;20131009
21539;20150707
21591;20130101
21592;20130101
21748;20160101
21881;20110201
21887;20131122
21890;20110101
21943;20170101
21949;20111123
21978;20170101
21997;20141017
21998;20130111
22088;20110518
22089;20120202
22112;20110101
22119;20110803
22151;20130816
22170;20110922
22183;20100101
22213;20110825
22235;20110101
22238;20110913
22249;20110309
22297;20130410
22313;20110101
22329;20110101
22354;20110101
22354;20140414
22374;20090217
22444;20100708
22496;20110608
22581;20151203
22596;20130101
22656;20111214
23218;20090525
23314;20130619
23338;20110101
23427;20101018
23474;20120824
23483;20170317
23509;20160101
23566;20130627
23642;20090414
23645;20130601
23650;20090414
23671;20160101
23687;20120110
23697;20151026
23725;20090529
23772;20100927
23794;20140516
23878;20160101
23958;20161019
23998;20111014
24016;20110101
24061;20140101
24081;20170101
24170;20160101
24252;20090921
24309;20161215
24367;20150303
24393;20130424
24393;20170101
24440;20170101
24441;20170101
24473;20140812
24608;20100101
24647;20131108
24654;20160101
24703;20110101
24711;20090514
24856;20130904
24939;20170101
25008;20130717
25035;20161019
25052;20130101
25055;20090303
25067;20120820
25187;20130101
25371;20090126
25396;20091214
25464;20140415
25464;20141222
25470;20111228
25474;20110223
25485;20100413
25497;20110104
25536;20161223
25539;20170101
25573;20170101
25622;20150713
25650;20110101
25662;20130312
25727;20110101
25735;20100709
25770;20101109
25835;20091120
25857;20130809
25862;20120717
25863;20100312
25863;20140912
25951;20100511
25955;20090701
26012;20111122
26054;20110615
26054;20111101
26088;20090901
26093;20150324
26113;20131231
26121;20131122
26166;20110504
26180;20090715
26182;20140228
26277;20091021
26280;20101006
26280;20110722
26400;20100222
26446;20120716
26487;20110914
26492;20100406
26503;20091130
26560;20150720
26586;20090122
26605;20170101
26616;20131031
26637;20110406
26670;20101126
26705;20101014
26733;20100714
26755;20161223
26782;20150722
26803;20130101
26817;20170101
26821;20131204
26824;20140318
26831;20090408
26870;20161010
26870;20161027
26899;20160128
26900;20091014
26943;20110104
26953;20140124
26966;20160101
27033;20160229
27037;20150608
27089;20160101
27142;20161201
27143;20090326
27172;20140129
27206;20130104
27223;20100921
27239;20090105
27277;20160211
27307;20170529
27400;20140630
27415;20121031
27682;20090130
27712;20170228
27733;20111110
27903;20110117
27923;20090331
27950;20170529
27962;20120726
28092;20100812
28102;20101011
28184;20110628
28295;20161209
28327;20120123
28351;20101209
28365;20110407
28494;20101126
28517;20170101
28525;20121026
28573;20110407
28580;20101215
28581;20101015
28645;20150130
28664;20101115
28678;20100127
28735;20091014
28735;20141013
28815;20111102
28856;20090701
28891;20140312
28905;20130222
28944;20090312
28961;20170313
28961;20170316
28977;20110101
28984;20110101
29021;20090616
29151;20120627
29188;20121211
29218;20141001
29218;20170101
29243;20121205
29251;20090825
29251;20161026
29254;20131016
29265;20120101
29304;20141222
29331;20150522
29360;20120101
29392;20170101
29399;20120425
29449;20130219
29450;20110101
29450;20150928
29452;20101006
29499;20150413
29517;20170402
29602;20150513
29683;20120402
29700;20150508
29749;20120430
29755;20090414
29759;20100122
29940;20110825
29969;20110526
30044;20161130
30113;20160101
30125;20130718
30157;20090723
30195;20170101
30237;20101008
30281;20130101
30306;20140722
30392;20090109
30392;20101103
30409;20100304
30410;20100302
30427;20110616
30459;20110531
30531;20120927
30531;20130101
30536;20140512
30536;20141009
30562;20131007
30621;20150306
30648;20130712
30689;20110622
30730;20100329
30730;20140829
30734;20141212
30782;20150812
30793;20110106
30798;20100428
30838;20110214
30845;20090813
30887;20110620
30895;20110829
30920;20130121
30932;20170101
30999;20091217
31003;20130205
31003;20160101
31059;20110104
31083;20130408
31126;20130101
31129;20110211
31173;20090714
31190;20120914
31228;20130904
31228;20160101
31235;20091209
31272;20160218
31273;20090810
31335;20110214
31356;20090814
31371;20170101
31372;20110520
31379;20141022
31392;20110114
31443;20120126
31472;20141007
31482;20090618
31482;20091028
31621;20110216
31621;20131021
31626;20090212
31626;20120815
31664;20090609
31727;20090405
31746;20140605
31746;20150729
31765;20101214
31776;20101214
31780;20140501
31780;20160101
31787;20141028
31788;20121214
31791;20120425
31825;20110101
31847;20091217
31854;20100811
31856;20111021
31874;20131121
31904;20130101
31945;20120502
32014;20160107
32033;20091222
32068;20110210
32071;20110104
32092;20150915
32096;20170101
32114;20100104
32131;20110310
32161;20101209
32194;20130627
32216;20120322
32252;20111124
32277;20140502
32291;20170101
32325;20110101
32362;20100108
32384;20110101
32400;20091228
32402;20091217
32402;20150427
32407;20170101
32409;20101203
32474;20120704
32475;20100629
32498;20131009
32527;20100608
32554;20090506
32574;20110429
32590;20100108
32599;20161114
32618;20120919
32671;20120713
32698;20130108
32700;20100121
32757;20090224
32837;20150219
32847;20121119
32873;20100215
32878;20110414
32884;20130101
32898;20151029
32911;20150612
32942;20130101
32942;20130603
32951;20120101
32951;20170101
32952;20160303
32973;20100706
32973;20110101
32973;20110920
33026;20090213
33073;20141029
33128;20160921
33141;20130101
33160;20100707
33174;20170402
33182;20121109
33184;20170206
33198;20170529
33220;20140919
33231;20160610
33267;20170101
33290;20110101
33290;20150601
33317;20160512
33359;20111114
33359;20170101
33404;20141008
33428;20140620
33470;20170101
33505;20090109
33505;20160101
33529;20111223
33539;20101115
33571;20100716
33571;20101130
33583;20161111
33592;20170101
33596;20090203
33596;20140116
33600;20160707
33617;20100614
33632;20161010
33634;20100722
33637;20100311
33652;20110826
33691;20160101
33738;20151221
33758;20130719
33758;20150422
33772;20160309
33796;20170323
33815;20100115
33815;20160823
33855;20100730
33855;20170101
33867;20111013
33883;20100111
33883;20110719
33930;20090814
33950;20170109
33998;20110824
34092;20090220
34100;20130101
34137;20150602
34148;20110701
34161;20090925
34164;20130101
34196;20110101
34245;20121211
34287;20150409
34293;20120130
34298;20130101
34356;20110719
34408;20140804
34423;20160831
34479;20120718
34482;20130409
34490;20091214
34490;20160101
34528;20100218
34536;20150601
34538;20091104
34579;20150723
34603;20130101
34620;20121122
34635;20140911
34653;20111209
34662;20100319
34662;20110329
34676;20130221
34699;20121214
34742;20160811
34782;20150116
34803;20091008
34809;20110831
34823;20131217
34827;20120531
34870;20090303
34871;20131004
34890;20151130
34933;20151223
34953;20101130
34960;20090827
34973;20090107
35014;20140321
35020;20100414
35060;20160201
35145;20150316
35180;20160108
35180;20160706
35182;20140620
35189;20100702
35199;20090504
35243;20160726
35252;20100721
35257;20150827
35297;20150910
35303;20090105
35309;20140415
35311;20120917
35344;20130726
35358;20090911
35410;20090826
35410;20151202
35412;20130101
35553;20100707
35561;20140623
35561;20170407
35574;20151216
35592;20110908
35620;20091221
35624;20111116
35658;20121004
35658;20150901
35660;20130320
35660;20151104
35732;20160101
35734;20100101
35766;20101006
35771;20130124
35800;20090921
35800;20120213
35809;20111216
35816;20090731
35831;20160222
35831;20160803
35837;20110726
35856;20170321
35859;20100128
35871;20130701
35882;20141231
35892;20091203
35955;20130103
36079;20130408
36135;20130111
36147;20130110
36147;20141223
36153;20130401
36170;20140120
36173;20091203
36181;20141222
36183;20130101
36184;20131010
36226;20140114
36226;20141205
36268;20100526
36309;20100809
36309;20121228
36336;20170510
36359;20110608
36363;20090706
36372;20160426
36374;20091211
36374;20100421
36383;20110124
36383;20160101
36469;20090205
36482;20160101
36484;20111013
36495;20110404
36501;20120510
36515;20090709
36518;20101123
36527;20170101
36598;20130603
36607;20090218
36639;20101210
36669;20130215
36679;20160720
36731;20170101
36733;20140910
36743;20121205
36757;20100915
36760;20110209
36778;20130731
36785;20091207
36810;20111206
36832;20170101
36842;20111213
36909;20120704
36909;20151123
36965;20090204
36992;20120227
37005;20170101
37026;20170101
37043;20121129
37049;20170307
37059;20090326
37069;20110509
37104;20141209
37106;20100301
37106;20120404
37119;20160714
37126;20120629
37169;20160101
37173;20141202
37186;20110112
37200;20090414
37207;20090304
37246;20140127
37262;20141002
37309;20140527
37310;20160101
37315;20160316
37316;20110328
37318;20121127
37344;20111024
37412;20151221
37474;20150227
37479;20170116
37495;20120221
37514;20090223
37514;20091008
37523;20100127
37523;20161130
37526;20090713
37552;20161014
37553;20100427
37553;20170101
37569;20120503
37604;20120130
37659;20170101
37663;20151204
37694;20110524
37714;20130328
37742;20120920
37755;20140410
37789;20110505
37806;20120502
37824;20140523
37828;20130918
37846;20160321
37851;20100729
37854;20141202
37858;20090218
37916;20120315
37927;20101203
37949;20111107
37965;20140820
37981;20090220
37989;20130101
37995;20130101
38009;20130212
38020;20090716
38020;20110214
38053;20130219
38053;20170101
38093;20090326
38095;20160101
38126;20141217
38131;20110228
38137;20130429
38137;20160603
38168;20100705
38168;20131209
38183;20150105
38194;20121217
38210;20140131
38217;20161130
38224;20131213
38235;20140617
38313;20150623
38331;20121218
38341;20151204
38408;20130101
38419;20101006
38437;20090803
38442;20161207
38487;20110609
38491;20150612
38499;20120515
38505;20151104
38528;20090515
38570;20101203
38570;20120824
38573;20100720
38573;20130517
38667;20150902
38675;20100211
38696;20131204
38696;20160101
38698;20120529
38719;20090304
38719;20170101
38727;20160708
38730;20090105
38732;20110701
38733;20091229
38752;20101020
38761;20131219
38762;20100326
38775;20130424
38817;20120716
38825;20091001
38876;20130115
38882;20160914
38888;20121231
38889;20160101
38917;20120531
38960;20120320
38985;20090701
39010;20151015
39023;20120430
39032;20151223
39050;20100623
39066;20130125
39154;20141218
39199;20120629
39204;20120911
39219;20090505
39246;20090827
39246;20130115
39259;20120103
39289;20100604
39297;20100901
39300;20090129
39303;20090119
39329;20130201
39374;20160101
39389;20140307
39421;20130812
39439;20161202
39443;20111013
39456;20150805
39547;20130129
39575;20090417
39648;20130628
39677;20110722
39678;20110509
39685;20110208
39688;20110630
39752;20160607
39753;20150123
39787;20140730
39801;20100818
39803;20100128
39826;20131105
39909;20101216
39931;20120615
39931;20150630
39934;20150127
39938;20090522
39974;20100104
39995;20090630
40005;20100218
40011;20090609
40011;20160708
40028;20120126
40028;20141118
40033;20090724
40048;20090520
40109;20130806
40114;20111017
40212;20110104
40216;20160422
40238;20140114
40253;20110928
40253;20121207
40314;20090119
40314;20131011
40358;20140625
40373;20160728
40377;20120824
40377;20150731
40419;20140225
40427;20151201
40432;20130426
40439;20091201
40449;20110704
40470;20101210
40470;20110101
40470;20170101
40489;20110905
40495;20120209
40505;20160817
40535;20091221
40535;20160101
40546;20150715
40551;20110104
40559;20130101
40598;20131028
40602;20101022
40605;20091203
40634;20130218
40651;20110328
40715;20160930
40729;20151223
40734;20091012
40746;20151221
40764;20150107
40770;20091112
40779;20090209
40789;20090525
40808;20140428
40819;20130101
40855;20091204
40890;20140706
40978;20091008
41006;20100705
41006;20130405
41068;20150805
41070;20121010
41075;20140318
41078;20110715
41109;20150105
41110;20130101
41116;20141217
41117;20140219
41135;20141106
41145;20090901
41145;20140723
41196;20121015
41199;20170101
41202;20090626
41207;20090904
41231;20170101
41235;20150424
41296;20121101
41296;20150727
41307;20090304
41349;20120216
41349;20130305
41376;20160119
41426;20120717
41445;20100630
41457;20141001
41460;20121220
41470;20170101
41518;20100208
41529;20100520
41589;20170101
41610;20100928
41617;20150210
41628;20090217
41641;20140228
41648;20150903
41704;20090616
41704;20170101
41761;20120210
41766;20161213
41767;20170101
41770;20131105
41771;20090106
41777;20110809
41781;20090625
41879;20110525
41918;20090612
41921;20130920
41967;20130708
41976;20130614
41977;20121221
41979;20090514
41984;20111020
41992;20160812
42018;20101019
42018;20120209
42046;20160907
42046;20170101
42068;20140131
42069;20150825
42118;20090123
42147;20150518
42148;20160216
42157;20130722
42166;20110713
42238;20131008
42293;20100107
42347;20090922
42389;20120730
42391;20101027
42395;20101223
42409;20110101
42424;20100114
42432;20100205
42439;20111027
42477;20100806
42557;20100512
42582;20091006
42600;20110627
42649;20130503
42654;20121003
42673;20140319
42676;20100302
42678;20090908
42749;20110214
42749;20130109
42802;20140417
42861;20111124
42863;20091125
42869;20151111
42875;20140204
42881;20111020
42936;20100825
42938;20121121
42948;20131009
42972;20170428
42981;20120806
42988;20130718
42989;20130103
42995;20090820
42996;20160415
43007;20131209
43026;20170101
43033;20160101
43035;20121022
43042;20160719
43078;20130619
43154;20130408
43162;20160805
43162;20170101
43179;20160101
43181;20160802
43199;20100209
43218;20090204
43223;20160101
43236;20090526
43252;20151021
43271;20100804
43292;20101006
43292;20120706
43314;20100407
43318;20151224
43320;20090120
43362;20160616
43365;20100816
43384;20161221
43432;20110907
43451;20150409
43451;20151118
43467;20090309
43485;20151102
43501;20170101
43517;20110128
43520;20120223
43520;20150226
43521;20141219
43527;20151203
43561;20140423
43575;20120723
43593;20141030
43601;20160322
43601;20170101
43606;20100611
43608;20120822
43608;20130101
43630;20090407
43663;20160101
43695;20111102
43696;20121220
43696;20160812
43699;20110101
43711;20120105
43753;20130306
43758;20110104
43758;20120227
43785;20091102
43785;20100519
43791;20090422
43803;20110921
43803;20121004
43823;20121018
43849;20160304
43856;20170201
43861;20110128
43861;20150608
43870;20140523
43875;20100422
43877;20120103
43881;20100511
43898;20100520
43898;20151016
43902;20140101
43971;20161118
44009;20090326
44010;20090326
44022;20160126
44033;20160101
44047;20100610
44076;20111216
44076;20170214
44113;20090506
44124;20150626
44125;20140704
44144;20091103
44178;20160610
44189;20100712
44201;20131205
44221;20110101
44224;20100811
44224;20110413
44228;20111219
44228;20130307
44232;20100921
44232;20150901
44246;20170101
44268;20160218
44275;20091127
44282;20110715
44288;20101119
44303;20120914
44325;20150818
44339;20100902
44402;20100111
44405;20090512
44526;20101108
44540;20090223
44585;20090518
44635;20110316
44645;20090902
44678;20110228
44678;20150917
44688;20120918
44755;20150101
44756;20110916
44761;20170101
44770;20090402
44804;20131127
44807;20100510
44811;20090714
44812;20150402
44814;20090707
44929;20120123
45025;20131216
45121;20110428
45134;20170306
45190;20160518
45215;20090209
45224;20110607
45248;20160101
45256;20100803
45266;20111231
45274;20120816
45303;20170424
45382;20120727
45397;20140401
45397;20151216
45400;20161223
45414;20150611
45442;20140408
45459;20100331
45525;20150203
45535;20110210
45535;20120703
45568;20140806
45572;20100325
45586;20141209
45595;20090504
45601;20120710
45610;20140513
45643;20150909
45673;20160101
45703;20111110
45713;20100520
45718;20170101
45721;20120229
45741;20090615
45756;20110101
45759;20131122
45767;20110310
45767;20170101
45771;20130701
45830;20130614
45835;20120531
45842;20090923
45853;20090515
45853;20130517
45892;20160812
45896;20110131
45907;20150427
45941;20100118
46007;20111103
46016;20120220
46021;20120305
46026;20140325
46031;20131106
46043;20090518
46046;20090528
46066;20150608
46075;20130731
46097;20130517
46099;20110907
46113;20140911
46135;20111228
46144;20130425
46216;20100823
46218;20130529
46230;20110114
46232;20100607
46232;20130109
46238;20101220
46242;20120814
46261;20120305
46264;20130527
46270;20120502
46275;20131009
46295;20170101
46328;20130923
46329;20110510
46335;20150817
46343;20140826
46350;20110218
46352;20120529
46352;20170327
46364;20091111
46370;20170101
46372;20090309
46385;20100408
46385;20120720
46412;20130108
46418;20130528
46420;20120710
46440;20120101
46452;20120314
46502;20090715
46502;20101027
46516;20110727
46518;20100914
46553;20090615
46560;20120210
46565;20100506
46565;20140701
46565;20170106
46594;20101222
46618;20130107
46618;20170101
46634;20091021
46653;20101220
46655;20100922
46682;20130117
46683;20120221
46683;20141014
46697;20110209
46733;20140814
46736;20151218
46747;20090128
46819;20110309
46822;20110101
46839;20130708
46840;20130101
46843;20151218
46846;20110329
46846;20111220
46846;20120510
46891;20140116
46896;20111021
46896;20160621
46904;20130101
46933;20091201
46936;20130101
46942;20101221
46945;20100707
46999;20140320
47005;20150217
47057;20151218
47067;20120130
47068;20110622
47079;20090304
47090;20130318
47094;20120309
47094;20131104
47113;20100420
47113;20170101
47122;20120518
47128;20121210
47131;20110114
47144;20090812
47154;20161229
47176;20130301
47200;20100715
47200;20160101
47209;20130218
47235;20100303
47261;20160101
47288;20100209
47320;20090902
47323;20090706
47337;20170101
47358;20120802
47390;20090224
47406;20100610
47406;20101121
47427;20090925
47436;20170101
47450;20091013
47467;20120508
47471;20090722
47536;20150212
47538;20170221
47539;20091013
47549;20150217
47549;20170101
47557;20111024
47597;20120104
47607;20100813
47613;20110621
47614;20100226
47617;20100324
47648;20091021
47650;20090922
47659;20101221
47664;20111003
47687;20150114
47692;20140711
47702;20151021
47719;20090812
47725;20110201
47726;20091223
47793;20140318
47811;20160101
47835;20090622
47851;20150619
47861;20101214
47868;20161215
47880;20111216
47887;20110624
47887;20150701
47905;20140707
47905;20170101
47914;20100629
47914;20131212
47922;20110316
47945;20110118
47946;20120913
47966;20111212
47977;20111005
47991;20130312
47995;20111005
48036;20151001
48046;20091026
48064;20091020
48072;20130415
48084;20131125
48101;20130417
48108;20100602
48132;20130708
48175;20150904
48188;20110628
48189;20090703
48194;20110419
48194;20120516
48194;20130611
48195;20110105
48195;20130711
48203;20091021
48203;20110419
48205;20110101
48210;20160901
48213;20100525
48213;20110531
48220;20121107
48246;20130101
48259;20160101
48272;20100324
48286;20100219
48356;20170201
48363;20090629
48365;20160314
48432;20100105
48432;20141212
48433;20120228
48457;20091007
48489;20130701
48494;20150508
48497;20130101
48498;20110727
48502;20101220
48505;20110301
48505;20120307
48508;20130930
48518;20101111
48544;20090109
48544;20100930
48602;20140115
48603;20150610
48625;20121217
48632;20090224
48674;20121210
48674;20130414
48700;20100106
48714;20111212
48715;20120926
48719;20110616
48729;20151009
48777;20141219
48828;20091021
48858;20090405
48860;20110204
48864;20091022
48865;20141001
48870;20090123
48870;20150519
48876;20110725
48907;20090918
48910;20091021
48919;20151221
48920;20091120
48921;20091021
48926;20170101
48930;20110928
48936;20101220
48938;20101229
48938;20151230
48940;20111223
48940;20141010
48940;20141012
48977;20150522
48987;20130424
49009;20110511
49012;20100420
49021;20100528
49059;20090825
49063;20120214
49063;20150324
49064;20091203
49079;20140513
49082;20140116
49084;20140203
49085;20141002
49088;20120814
49109;20121024
49109;20170101
49124;20120625
49148;20110601
49183;20110328
49189;20100105
49191;20110301
49204;20100120
49210;20100901
49280;20100319
49307;20090616
49347;20090429
49389;20130418
49441;20150218
49454;20111117
49477;20160323
49486;20100127
49497;20091125
49527;20120911
49532;20100622
49547;20131105
49558;20150306
49567;20120924
49571;20121218
49605;20090316
49606;20130517
49610;20131018
49625;20130415
49630;20100318
49631;20161213
49658;20160314
49659;20160329
49661;20130422
49670;20120824
49672;20170101
49675;20090109
49686;20100326
49688;20150209
49694;20160302
49700;20160419
49706;20091216
49732;20160101
49769;20100211
49773;20111111
